Designator,Mid X,Mid Y,Layer,Rotation
C2,5.71,2.54,TOP,0
C3,16.51,2.54,TOP,180
C4,8.89,2.54,TOP,0
D1,5.71,6.35,TOP,90
L1,9.14,13.84,TOP,180
LED1,16.51,10.79,TOP,180
R1,12.19,2.29,TOP,90
R2,11.05,2.29,TOP,90
R3,13.97,9.65,TOP,180
R4,16.51,6.35,TOP,270
R5,16.51,9.65,TOP,180
R6,13.34,2.29,TOP,270
U1,10.79,6.35,TOP,270
